#: table_doi: 10.17182/hepdata.90834.v1/t7
#: name: Figure 13 (T2qq)
#: description: Exclusion limits at 95% CL for light-flavor squark pair production, where the squarks decay to $q\tilde{\chi}_1^0$. Signal cross sections are calculated at approximately NNLO+NNLL order in $\alpha_S$, assuming unity branching fraction for the given decay and 1-fold degeneracy in the light-flavor squarks (corresponding to the inner set of curves in the limit plot). To get the theory cross section for other N-fold degeneracy assumptions (e.g. 8-fold for the outer curves in the limit plot), just multiply by N.

#: data_file: mt2_limits_T2qq.yaml
#: keyword reactions: P P --> SQUARK SQUARK | P P --> SQUARK SQUARK X | SQUARK --> QUARK NEUTRALINO
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | Squark | Cross Section
#: $\sqrt{s}$,13 TeV
#: $\mathcal{L}_\mathrm{int}$,137 fb$^{-1}$
$m_\tilde{g}$ [GEV],$m_\mathrm{LSP}$ [GEV],Theory $\sigma$ [PB],error +,error -
2100,125,8.7e-06,2.273e-06,-2.273e-06
2100,150,8.7e-06,2.273e-06,-2.273e-06
2100,175,8.7e-06,2.273e-06,-2.273e-06
2100,200,8.7e-06,2.273e-06,-2.273e-06
2100,225,8.7e-06,2.273e-06,-2.273e-06
2100,250,8.7e-06,2.273e-06,-2.273e-06
2100,275,8.7e-06,2.273e-06,-2.273e-06
2100,300,8.7e-06,2.273e-06,-2.273e-06
2100,325,8.7e-06,2.273e-06,-2.273e-06
2100,350,8.7e-06,2.273e-06,-2.273e-06
2100,375,8.7e-06,2.273e-06,-2.273e-06
2100,400,8.7e-06,2.273e-06,-2.273e-06
2100,425,8.7e-06,2.273e-06,-2.273e-06
2100,450,8.7e-06,2.273e-06,-2.273e-06
2100,475,8.7e-06,2.273e-06,-2.273e-06
2100,500,8.7e-06,2.273e-06,-2.273e-06
2100,525,8.7e-06,2.273e-06,-2.273e-06
2100,550,8.7e-06,2.273e-06,-2.273e-06
2100,575,8.7e-06,2.273e-06,-2.273e-06
2100,600,8.7e-06,2.273e-06,-2.273e-06
2100,625,8.7e-06,2.273e-06,-2.273e-06
2100,650,8.7e-06,2.273e-06,-2.273e-06
2100,675,8.7e-06,2.273e-06,-2.273e-06
2100,700,8.7e-06,2.273e-06,-2.273e-06
2100,725,8.7e-06,2.273e-06,-2.273e-06
2100,750,8.7e-06,2.273e-06,-2.273e-06
2100,775,8.7e-06,2.273e-06,-2.273e-06
2100,800,8.7e-06,2.273e-06,-2.273e-06
2100,825,8.7e-06,2.273e-06,-2.273e-06
2100,850,8.7e-06,2.273e-06,-2.273e-06
2100,875,8.7e-06,2.273e-06,-2.273e-06
2100,900,8.7e-06,2.273e-06,-2.273e-06
2100,925,8.7e-06,2.273e-06,-2.273e-06
2100,950,8.7e-06,2.273e-06,-2.273e-06
2100,975,8.7e-06,2.273e-06,-2.273e-06
2100,1000,8.7e-06,2.273e-06,-2.273e-06
2100,1025,8.7e-06,2.273e-06,-2.273e-06
2100,1050,8.7e-06,2.273e-06,-2.273e-06
2100,1075,8.7e-06,2.273e-06,-2.273e-06
2100,1100,8.7e-06,2.273e-06,-2.273e-06
2100,1125,8.7e-06,2.273e-06,-2.273e-06
2100,1150,8.7e-06,2.273e-06,-2.273e-06
2100,1175,8.7e-06,2.273e-06,-2.273e-06
2100,1200,8.7e-06,2.273e-06,-2.273e-06
2125,0,7.59e-06,2.021e-06,-2.021e-06
2125,25,7.59e-06,2.021e-06,-2.021e-06
2125,50,7.59e-06,2.021e-06,-2.021e-06
2125,75,7.59e-06,2.021e-06,-2.021e-06
2125,100,7.59e-06,2.021e-06,-2.021e-06
2125,125,7.59e-06,2.021e-06,-2.021e-06
2125,150,7.59e-06,2.021e-06,-2.021e-06
2125,175,7.59e-06,2.021e-06,-2.021e-06
2125,200,7.59e-06,2.021e-06,-2.021e-06
2125,225,7.59e-06,2.021e-06,-2.021e-06
2125,250,7.59e-06,2.021e-06,-2.021e-06
2125,275,7.59e-06,2.021e-06,-2.021e-06
2125,300,7.59e-06,2.021e-06,-2.021e-06
2125,325,7.59e-06,2.021e-06,-2.021e-06
2125,350,7.59e-06,2.021e-06,-2.021e-06
2125,375,7.59e-06,2.021e-06,-2.021e-06
2125,400,7.59e-06,2.021e-06,-2.021e-06
2125,425,7.59e-06,2.021e-06,-2.021e-06
2125,450,7.59e-06,2.021e-06,-2.021e-06
2125,475,7.59e-06,2.021e-06,-2.021e-06
2125,500,7.59e-06,2.021e-06,-2.021e-06
2125,525,7.59e-06,2.021e-06,-2.021e-06
2125,550,7.59e-06,2.021e-06,-2.021e-06
2125,575,7.59e-06,2.021e-06,-2.021e-06
2125,600,7.59e-06,2.021e-06,-2.021e-06
2125,625,7.59e-06,2.021e-06,-2.021e-06
2125,650,7.59e-06,2.021e-06,-2.021e-06
2125,675,7.59e-06,2.021e-06,-2.021e-06
2125,700,7.59e-06,2.021e-06,-2.021e-06
2125,725,7.59e-06,2.021e-06,-2.021e-06
2125,750,7.59e-06,2.021e-06,-2.021e-06
2125,775,7.59e-06,2.021e-06,-2.021e-06
2125,800,7.59e-06,2.021e-06,-2.021e-06
2125,825,7.59e-06,2.021e-06,-2.021e-06
2125,850,7.59e-06,2.021e-06,-2.021e-06
2125,875,7.59e-06,2.021e-06,-2.021e-06
2125,900,7.59e-06,2.021e-06,-2.021e-06
2125,925,7.59e-06,2.021e-06,-2.021e-06
2125,950,7.59e-06,2.021e-06,-2.021e-06
2125,975,7.59e-06,2.021e-06,-2.021e-06
2125,1000,7.59e-06,2.021e-06,-2.021e-06
2125,1025,7.59e-06,2.021e-06,-2.021e-06
2125,1050,7.59e-06,2.021e-06,-2.021e-06
2125,1075,7.59e-06,2.021e-06,-2.021e-06
2125,1100,7.59e-06,2.021e-06,-2.021e-06
2125,1125,7.59e-06,2.021e-06,-2.021e-06
2125,1150,7.59e-06,2.021e-06,-2.021e-06
2125,1175,7.59e-06,2.021e-06,-2.021e-06
2125,1200,7.59e-06,2.021e-06,-2.021e-06
2150,0,6.63e-06,1.8e-06,-1.8e-06
2150,25,6.63e-06,1.8e-06,-1.8e-06
2150,50,6.63e-06,1.8e-06,-1.8e-06
2150,75,6.63e-06,1.8e-06,-1.8e-06
2150,100,6.63e-06,1.8e-06,-1.8e-06
2150,125,6.63e-06,1.8e-06,-1.8e-06
2150,150,6.63e-06,1.8e-06,-1.8e-06
2150,175,6.63e-06,1.8e-06,-1.8e-06
2150,200,6.63e-06,1.8e-06,-1.8e-06
2150,225,6.63e-06,1.8e-06,-1.8e-06
2150,250,6.63e-06,1.8e-06,-1.8e-06
2150,275,6.63e-06,1.8e-06,-1.8e-06
2150,300,6.63e-06,1.8e-06,-1.8e-06
2150,325,6.63e-06,1.8e-06,-1.8e-06
2150,350,6.63e-06,1.8e-06,-1.8e-06
2150,375,6.63e-06,1.8e-06,-1.8e-06
2150,400,6.63e-06,1.8e-06,-1.8e-06
2150,425,6.63e-06,1.8e-06,-1.8e-06
2150,450,6.63e-06,1.8e-06,-1.8e-06
2150,475,6.63e-06,1.8e-06,-1.8e-06
2150,500,6.63e-06,1.8e-06,-1.8e-06
2150,525,6.63e-06,1.8e-06,-1.8e-06
2150,550,6.63e-06,1.8e-06,-1.8e-06
2150,575,6.63e-06,1.8e-06,-1.8e-06
2150,600,6.63e-06,1.8e-06,-1.8e-06
2150,625,6.63e-06,1.8e-06,-1.8e-06
2150,650,6.63e-06,1.8e-06,-1.8e-06
2150,675,6.63e-06,1.8e-06,-1.8e-06
2150,700,6.63e-06,1.8e-06,-1.8e-06
2150,725,6.63e-06,1.8e-06,-1.8e-06
2150,750,6.63e-06,1.8e-06,-1.8e-06
2150,775,6.63e-06,1.8e-06,-1.8e-06
2150,800,6.63e-06,1.8e-06,-1.8e-06
2150,825,6.63e-06,1.8e-06,-1.8e-06
2150,850,6.63e-06,1.8e-06,-1.8e-06
2150,875,6.63e-06,1.8e-06,-1.8e-06
2150,900,6.63e-06,1.8e-06,-1.8e-06
2150,925,6.63e-06,1.8e-06,-1.8e-06
2150,950,6.63e-06,1.8e-06,-1.8e-06
2150,975,6.63e-06,1.8e-06,-1.8e-06
2150,1000,6.63e-06,1.8e-06,-1.8e-06
2150,1025,6.63e-06,1.8e-06,-1.8e-06
2150,1050,6.63e-06,1.8e-06,-1.8e-06
2150,1075,6.63e-06,1.8e-06,-1.8e-06
2150,1100,6.63e-06,1.8e-06,-1.8e-06
2150,1125,6.63e-06,1.8e-06,-1.8e-06
2150,1150,6.63e-06,1.8e-06,-1.8e-06
2150,1175,6.63e-06,1.8e-06,-1.8e-06
2150,1200,6.63e-06,1.8e-06,-1.8e-06
2175,0,5.79e-06,1.602e-06,-1.602e-06
2175,25,5.79e-06,1.602e-06,-1.602e-06
2175,50,5.79e-06,1.602e-06,-1.602e-06
2175,75,5.79e-06,1.602e-06,-1.602e-06
2175,100,5.79e-06,1.602e-06,-1.602e-06
2175,125,5.79e-06,1.602e-06,-1.602e-06
2175,150,5.79e-06,1.602e-06,-1.602e-06
2175,175,5.79e-06,1.602e-06,-1.602e-06
2175,200,5.79e-06,1.602e-06,-1.602e-06
2175,225,5.79e-06,1.602e-06,-1.602e-06
2175,250,5.79e-06,1.602e-06,-1.602e-06
2175,275,5.79e-06,1.602e-06,-1.602e-06
2175,300,5.79e-06,1.602e-06,-1.602e-06
2175,325,5.79e-06,1.602e-06,-1.602e-06
2175,350,5.79e-06,1.602e-06,-1.602e-06
2175,375,5.79e-06,1.602e-06,-1.602e-06
2175,400,5.79e-06,1.602e-06,-1.602e-06
2175,425,5.79e-06,1.602e-06,-1.602e-06
2175,450,5.79e-06,1.602e-06,-1.602e-06
2175,475,5.79e-06,1.602e-06,-1.602e-06
2175,500,5.79e-06,1.602e-06,-1.602e-06
2175,525,5.79e-06,1.602e-06,-1.602e-06
2175,550,5.79e-06,1.602e-06,-1.602e-06
2175,575,5.79e-06,1.602e-06,-1.602e-06
2175,600,5.79e-06,1.602e-06,-1.602e-06
2175,625,5.79e-06,1.602e-06,-1.602e-06
2175,650,5.79e-06,1.602e-06,-1.602e-06
2175,675,5.79e-06,1.602e-06,-1.602e-06
2175,700,5.79e-06,1.602e-06,-1.602e-06
2175,725,5.79e-06,1.602e-06,-1.602e-06
2175,750,5.79e-06,1.602e-06,-1.602e-06
2175,775,5.79e-06,1.602e-06,-1.602e-06
2175,800,5.79e-06,1.602e-06,-1.602e-06
2175,825,5.79e-06,1.602e-06,-1.602e-06
2175,850,5.79e-06,1.602e-06,-1.602e-06
2175,875,5.79e-06,1.602e-06,-1.602e-06
2175,900,5.79e-06,1.602e-06,-1.602e-06
2175,925,5.79e-06,1.602e-06,-1.602e-06
2175,950,5.79e-06,1.602e-06,-1.602e-06
2175,975,5.79e-06,1.602e-06,-1.602e-06
2175,1000,5.79e-06,1.602e-06,-1.602e-06
2175,1025,5.79e-06,1.602e-06,-1.602e-06
2175,1050,5.79e-06,1.602e-06,-1.602e-06
2175,1075,5.79e-06,1.602e-06,-1.602e-06
2175,1100,5.79e-06,1.602e-06,-1.602e-06
2175,1125,5.79e-06,1.602e-06,-1.602e-06
2175,1150,5.79e-06,1.602e-06,-1.602e-06
2175,1175,5.79e-06,1.602e-06,-1.602e-06
2175,1200,5.79e-06,1.602e-06,-1.602e-06
2200,0,5.06e-06,1.427e-06,-1.427e-06
2200,25,5.06e-06,1.427e-06,-1.427e-06
2200,50,5.06e-06,1.427e-06,-1.427e-06
2200,75,5.06e-06,1.427e-06,-1.427e-06
2200,100,5.06e-06,1.427e-06,-1.427e-06
2200,125,5.06e-06,1.427e-06,-1.427e-06
2200,150,5.06e-06,1.427e-06,-1.427e-06
2200,175,5.06e-06,1.427e-06,-1.427e-06
2200,200,5.06e-06,1.427e-06,-1.427e-06
2200,225,5.06e-06,1.427e-06,-1.427e-06
2200,250,5.06e-06,1.427e-06,-1.427e-06
2200,275,5.06e-06,1.427e-06,-1.427e-06
2200,300,5.06e-06,1.427e-06,-1.427e-06
2200,325,5.06e-06,1.427e-06,-1.427e-06
2200,350,5.06e-06,1.427e-06,-1.427e-06
2200,375,5.06e-06,1.427e-06,-1.427e-06
2200,400,5.06e-06,1.427e-06,-1.427e-06
2200,425,5.06e-06,1.427e-06,-1.427e-06
2200,450,5.06e-06,1.427e-06,-1.427e-06
2200,475,5.06e-06,1.427e-06,-1.427e-06
2200,500,5.06e-06,1.427e-06,-1.427e-06
2200,525,5.06e-06,1.427e-06,-1.427e-06
2200,550,5.06e-06,1.427e-06,-1.427e-06
2200,575,5.06e-06,1.427e-06,-1.427e-06
2200,600,5.06e-06,1.427e-06,-1.427e-06
2200,625,5.06e-06,1.427e-06,-1.427e-06
2200,650,5.06e-06,1.427e-06,-1.427e-06
2200,675,5.06e-06,1.427e-06,-1.427e-06
2200,700,5.06e-06,1.427e-06,-1.427e-06
2200,725,5.06e-06,1.427e-06,-1.427e-06
2200,750,5.06e-06,1.427e-06,-1.427e-06
2200,775,5.06e-06,1.427e-06,-1.427e-06
2200,800,5.06e-06,1.427e-06,-1.427e-06
2200,825,5.06e-06,1.427e-06,-1.427e-06
2200,850,5.06e-06,1.427e-06,-1.427e-06
2200,875,5.06e-06,1.427e-06,-1.427e-06
2200,900,5.06e-06,1.427e-06,-1.427e-06
2200,925,5.06e-06,1.427e-06,-1.427e-06
2200,950,5.06e-06,1.427e-06,-1.427e-06
2200,975,5.06e-06,1.427e-06,-1.427e-06
2200,1000,5.06e-06,1.427e-06,-1.427e-06
2200,1025,5.06e-06,1.427e-06,-1.427e-06
2200,1050,5.06e-06,1.427e-06,-1.427e-06
2200,1075,5.06e-06,1.427e-06,-1.427e-06
2200,1100,5.06e-06,1.427e-06,-1.427e-06
2200,1125,5.06e-06,1.427e-06,-1.427e-06
2200,1150,5.06e-06,1.427e-06,-1.427e-06
2200,1175,5.06e-06,1.427e-06,-1.427e-06
2200,1200,5.06e-06,1.427e-06,-1.427e-06

#: $\sqrt{s}$,13 TeV
#: $\mathcal{L}_\mathrm{int}$,137 fb$^{-1}$
$m_\tilde{g}$ [GEV],$m_\mathrm{LSP}$ [GEV],Observed $\sigma$ limit [PB]
500,0,0.0463
500,25,0.0482
500,50,0.0502
500,75,0.0522
500,100,0.0559
500,125,0.0643
500,150,0.0728
500,175,0.0813
500,200,0.0913
500,225,0.111
500,250,0.14
500,275,0.194
500,300,0.246
500,325,0.272
500,350,0.313
500,375,0.372
500,400,0.419
500,425,0.432
500,450,0.437
500,475,0.385
525,0,0.0353
525,25,0.0368
525,50,0.0385
525,75,0.0404
525,100,0.0433
525,125,0.0494
525,150,0.0555
525,175,0.0618
525,200,0.0693
525,225,0.0801
525,250,0.102
525,275,0.132
525,300,0.161
525,325,0.216
525,350,0.247
525,375,0.312
525,400,0.347
525,425,0.374
525,450,0.393
525,475,0.405
525,500,0.35
550,0,0.0276
550,25,0.029
550,50,0.0304
550,75,0.0319
550,100,0.0339
550,125,0.0386
550,150,0.0432
550,175,0.0478
550,200,0.0533
550,225,0.0616
550,250,0.0717
550,275,0.0873
550,300,0.105
550,325,0.147
550,350,0.19
550,375,0.24
550,400,0.285
550,425,0.318
550,450,0.367
550,475,0.382
550,500,0.376
550,525,0.315
575,0,0.0226
575,25,0.0236
575,50,0.0245
575,75,0.0254
575,100,0.0269
575,125,0.0305
575,150,0.0341
575,175,0.0377
575,200,0.0419
575,225,0.0483
575,250,0.0562
575,275,0.0678
575,300,0.0814
575,325,0.102
575,350,0.135
575,375,0.174
575,400,0.209
575,425,0.241
575,450,0.286
575,475,0.348
575,500,0.343
575,525,0.329
575,550,0.27
600,0,0.019
600,25,0.0196
600,50,0.0202
600,75,0.0209
600,100,0.0219
600,125,0.0247
600,150,0.0275
600,175,0.0302
600,200,0.0331
600,225,0.0381
600,250,0.0438
600,275,0.0525
600,300,0.062
600,325,0.0778
600,350,0.0972
600,375,0.127
600,400,0.154
600,425,0.184
600,450,0.221
600,475,0.269
600,500,0.306
600,525,0.299
600,550,0.285
600,575,0.224
625,0,0.0173
625,25,0.0178
625,50,0.0181
625,75,0.0183
625,100,0.0191
625,125,0.0212
625,150,0.0228
625,175,0.0241
625,200,0.0261
625,225,0.0297
625,250,0.0338
625,275,0.0405
625,300,0.0479
625,325,0.0573
625,350,0.0724
625,375,0.0914
625,400,0.108
625,425,0.135
625,450,0.168
625,475,0.208
625,500,0.239
625,525,0.247
625,550,0.249
625,575,0.245
625,600,0.233
650,0,0.0156
650,25,0.0158
650,50,0.016
650,75,0.0162
650,100,0.0166
650,125,0.0176
650,150,0.0187
650,175,0.0198
650,200,0.0209
650,225,0.0235
650,250,0.0264
650,275,0.0316
650,300,0.0372
650,325,0.0446
650,350,0.0531
650,375,0.0646
650,400,0.0775
650,425,0.102
650,450,0.129
650,475,0.162
650,500,0.195
650,525,0.212
650,550,0.225
650,575,0.227
650,600,0.23
650,625,0.196
675,0,0.0143
675,25,0.0145
675,50,0.0147
675,75,0.0148
675,100,0.0151
675,125,0.016
675,150,0.0165
675,175,0.017
675,200,0.0178
675,225,0.0193
675,250,0.0212
675,275,0.0255
675,300,0.0302
675,325,0.0348
675,350,0.0415
675,375,0.0509
675,400,0.0611
675,425,0.0749
675,450,0.0959
675,475,0.125
675,500,0.155
675,525,0.175
675,550,0.186
675,575,0.205
675,600,0.225
675,625,0.202
675,650,0.19
700,0,0.0129
700,25,0.013
700,50,0.0132
700,75,0.0133
700,100,0.0136
700,125,0.014
700,150,0.0143
700,175,0.0147
700,200,0.0154
700,225,0.0163
700,250,0.0171
700,275,0.0208
700,300,0.0245
700,325,0.0281
700,350,0.0325
700,375,0.04
700,400,0.0481
700,425,0.0591
700,450,0.0731
700,475,0.0991
700,500,0.12
700,525,0.136
700,550,0.16
700,575,0.19
700,600,0.217
700,625,0.2
700,650,0.186
700,675,0.172
725,0,0.0113
725,25,0.0114
725,50,0.0116
725,75,0.012
725,100,0.0123
725,125,0.0125
725,150,0.0131
725,175,0.0138
725,200,0.0145
725,225,0.0153
725,250,0.0159
725,275,0.0164
725,300,0.0194
725,325,0.0219
725,350,0.0251
725,375,0.0307
725,400,0.037
725,425,0.0445
725,450,0.0545
725,475,0.0708
725,500,0.0828
725,525,0.103
725,550,0.129
725,575,0.149
725,600,0.168
725,625,0.193
725,650,0.181
725,675,0.19
725,700,0.179
750,0,0.00989
750,25,0.0101
750,50,0.0104
750,75,0.0107
750,100,0.011
750,125,0.0116
750,150,0.0121
750,175,0.0127
750,200,0.0134
750,225,0.0139
750,250,0.0145
750,275,0.0149
750,300,0.0159
750,325,0.0176
750,350,0.0199
750,375,0.0242
750,400,0.0281
750,425,0.0332
750,450,0.0388
750,475,0.0483
750,500,0.0588
750,525,0.0808
750,550,0.1
750,575,0.113
750,600,0.134
750,625,0.154
750,650,0.171
750,675,0.179
750,700,0.187
750,725,0.178
775,0,0.0087
775,25,0.00891
775,50,0.00905
775,75,0.00918
775,100,0.00941
775,125,0.00997
775,150,0.0105
775,175,0.011
775,200,0.0116
775,225,0.0124
775,250,0.0129
775,275,0.0135
775,300,0.0146
775,325,0.0157
775,350,0.0173
775,375,0.0199
775,400,0.0222
775,425,0.0266
775,450,0.0313
775,475,0.0364
775,500,0.0449
775,525,0.056
775,550,0.0719
775,575,0.0875
775,600,0.109
775,625,0.133
775,650,0.147
775,675,0.159
775,700,0.172
775,725,0.172
775,750,0.159
800,0,0.0075
800,25,0.0076
800,50,0.0077
800,75,0.0078
800,100,0.00803
800,125,0.0085
800,150,0.00895
800,175,0.0094
800,200,0.00992
800,225,0.0106
800,250,0.0115
800,275,0.0122
800,300,0.013
800,325,0.0137
800,350,0.0147
800,375,0.0162
800,400,0.0181
800,425,0.0218
800,450,0.0249
800,475,0.0291
800,500,0.0347
800,525,0.0437
800,550,0.0551
800,575,0.0719
800,600,0.0881
800,625,0.107
800,650,0.126
800,675,0.141
800,700,0.163
800,725,0.164
800,750,0.16
800,775,0.144
825,0,0.00622
825,25,0.0063
825,50,0.00641
825,75,0.00653
825,100,0.00672
825,125,0.00714
825,150,0.00756
825,175,0.00795
825,200,0.00837
825,225,0.00894
825,250,0.00963
825,275,0.0107
825,300,0.0113
825,325,0.0121
825,350,0.0132
825,375,0.0143
825,400,0.0159
825,425,0.0178
825,450,0.0191
825,475,0.023
825,500,0.0281
825,525,0.036
825,550,0.0459
825,575,0.0569
825,600,0.0673
825,625,0.0846
825,650,0.0995
825,675,0.12
825,700,0.145
825,725,0.162
825,750,0.159
825,775,0.14
825,800,0.137
850,0,0.00519
850,25,0.00528
850,50,0.00538
850,75,0.00548
850,100,0.00563
850,125,0.00598
850,150,0.00632
850,175,0.00666
850,200,0.00712
850,225,0.00758
850,250,0.00819
850,275,0.00905
850,300,0.00991
850,325,0.0108
850,350,0.0117
850,375,0.0126
850,400,0.0137
850,425,0.0143
850,450,0.0156
850,475,0.0192
850,500,0.0223
850,525,0.0293
850,550,0.0363
850,575,0.0429
850,600,0.0505
850,625,0.0646
850,650,0.081
850,675,0.104
850,700,0.122
850,725,0.136
850,750,0.147
850,775,0.131
850,800,0.131
850,825,0.129
875,0,0.00436
875,25,0.00444
875,50,0.00452
875,75,0.00461
875,100,0.00474
875,125,0.00501
875,150,0.00529
875,175,0.00557
875,200,0.00594
875,225,0.00658
875,250,0.00707
875,275,0.00792
875,300,0.00863
875,325,0.00946
875,350,0.0104
875,375,0.0112
875,400,0.0122
875,425,0.0136
875,450,0.0146
875,475,0.0166
875,500,0.0183
875,525,0.0216
875,550,0.0272
875,575,0.0322
875,600,0.0381
875,625,0.0477
875,650,0.0611
875,675,0.0759
875,700,0.0867
875,725,0.105
875,750,0.121
875,775,0.125
875,800,0.142
875,825,0.154
875,850,0.116
900,0,0.00374
900,25,0.00381
900,50,0.00388
900,75,0.00395
900,100,0.00401
900,125,0.00423
900,150,0.00446
900,175,0.00469
900,200,0.00498
900,225,0.0055
900,250,0.00605
900,275,0.00675
900,300,0.00754
900,325,0.00833
900,350,0.00912
900,375,0.00987
900,400,0.0109
900,425,0.012
900,450,0.013
900,475,0.0139
900,500,0.0156
900,525,0.0183
900,550,0.0208
900,575,0.0246
900,600,0.0291
900,625,0.0371
900,650,0.045
900,675,0.0538
900,700,0.0657
900,725,0.087
900,750,0.108
900,775,0.125
900,800,0.142
900,825,0.152
900,850,0.146
900,875,0.112
925,0,0.00331
925,25,0.00337
925,50,0.00336
925,75,0.00334
925,100,0.00337
925,125,0.00356
925,150,0.00373
925,175,0.00388
925,200,0.00411
925,225,0.00454
925,250,0.00498
925,275,0.00549
925,300,0.00615
925,325,0.00703
925,350,0.00767
925,375,0.00856
925,400,0.00965
925,425,0.0105
925,450,0.0113
925,475,0.0126
925,500,0.0144
925,525,0.0159
925,550,0.0173
925,575,0.0201
925,600,0.0234
925,625,0.0296
925,650,0.0361
925,675,0.0426
925,700,0.0524
925,725,0.0715
925,750,0.0906
925,775,0.104
925,800,0.116
925,825,0.132
925,850,0.127
925,875,0.128
925,900,0.11
950,0,0.00292
950,25,0.0029
950,50,0.00288
950,75,0.00286
950,100,0.00292
950,125,0.00306
950,150,0.00319
950,175,0.00332
950,200,0.00347
950,225,0.00382
950,250,0.00418
950,275,0.0046
950,300,0.0051
950,325,0.00583
950,350,0.00678
950,375,0.00773
950,400,0.00836
950,425,0.00904
950,450,0.01
950,475,0.0115
950,500,0.0131
950,525,0.0138
950,550,0.0148
950,575,0.0168
950,600,0.0192
950,625,0.0244
950,650,0.0294
950,675,0.0348
950,700,0.0431
950,725,0.0603
950,750,0.0736
950,775,0.0833
950,800,0.0928
950,825,0.106
950,850,0.117
950,875,0.123
950,900,0.129
950,925,0.122
975,0,0.00259
975,25,0.00257
975,50,0.00261
975,75,0.00267
975,100,0.00274
975,125,0.00284
975,150,0.00291
975,175,0.00297
975,200,0.00308
975,225,0.00338
975,250,0.00368
975,275,0.00398
975,300,0.0044
975,325,0.00527
975,350,0.00631
975,375,0.00668
975,400,0.00679
975,425,0.00748
975,450,0.00842
975,475,0.00975
975,500,0.0111
975,525,0.0131
975,550,0.014
975,575,0.0151
975,600,0.0167
975,625,0.0202
975,650,0.0236
975,675,0.029
975,700,0.0359
975,725,0.0469
975,750,0.0546
975,775,0.0619
975,800,0.069
975,825,0.078
975,850,0.0875
975,875,0.0979
975,900,0.108
975,925,0.11
975,950,0.133
1000,0,0.00231
1000,25,0.00235
1000,50,0.0024
1000,75,0.00245
1000,100,0.00252
1000,125,0.00256
1000,150,0.00261
1000,175,0.00265
1000,200,0.00275
1000,225,0.003
1000,250,0.00325
1000,275,0.00351
1000,300,0.00373
1000,325,0.00467
1000,350,0.00548
1000,375,0.00544
1000,400,0.00558
1000,425,0.00625
1000,450,0.00712
1000,475,0.00824
1000,500,0.00949
1000,525,0.0111
1000,550,0.0125
1000,575,0.0131
1000,600,0.0141
1000,625,0.0164
1000,650,0.0192
1000,675,0.0237
1000,700,0.0286
1000,725,0.0349
1000,750,0.041
1000,775,0.0464
1000,800,0.0531
1000,825,0.0605
1000,850,0.0694
1000,875,0.0826
1000,900,0.0911
1000,925,0.0941
1000,950,0.103
1000,975,0.122
1025,0,0.00206
1025,25,0.0021
1025,50,0.00217
1025,75,0.00225
1025,100,0.00232
1025,125,0.00235
1025,150,0.00238
1025,175,0.00242
1025,200,0.0025
1025,225,0.00271
1025,250,0.00284
1025,275,0.00294
1025,300,0.00311
1025,325,0.00344
1025,350,0.00412
1025,375,0.00446
1025,400,0.00458
1025,425,0.00518
1025,450,0.00594
1025,475,0.00709
1025,500,0.00813
1025,525,0.00952
1025,550,0.0107
1025,575,0.0112
1025,600,0.012
1025,625,0.0139
1025,650,0.0163
1025,675,0.0199
1025,700,0.0239
1025,725,0.029
1025,750,0.0339
1025,775,0.0377
1025,800,0.0425
1025,825,0.0525
1025,850,0.06
1025,875,0.0694
1025,900,0.075
1025,925,0.0733
1025,950,0.0811
1025,975,0.104
1025,1000,0.854
1050,0,0.0019
1050,25,0.00197
1050,50,0.00203
1050,75,0.0021
1050,100,0.00216
1050,125,0.00218
1050,150,0.00221
1050,175,0.00224
1050,200,0.00223
1050,225,0.00232
1050,250,0.00241
1050,275,0.0025
1050,300,0.00263
1050,325,0.00291
1050,350,0.00313
1050,375,0.00342
1050,400,0.00377
1050,425,0.0043
1050,450,0.00497
1050,475,0.00594
1050,500,0.00694
1050,525,0.0081
1050,550,0.00913
1050,575,0.00956
1050,600,0.0103
1050,625,0.0119
1050,650,0.0138
1050,675,0.0168
1050,700,0.0192
1050,725,0.0234
1050,750,0.0275
1050,775,0.03
1050,800,0.0372
1050,825,0.0456
1050,850,0.0508
1050,875,0.0575
1050,900,0.0725
1050,925,0.0711
1050,950,0.0665
1050,975,0.0861
1050,1000,0.0923
1050,1025,0.102
1075,0,0.00187
1075,25,0.00192
1075,50,0.00198
1075,75,0.00203
1075,100,0.00208
1075,125,0.0021
1075,150,0.00207
1075,175,0.00202
1075,200,0.002
1075,225,0.00207
1075,250,0.00214
1075,275,0.0022
1075,300,0.00231
1075,325,0.00249
1075,350,0.00263
1075,375,0.00276
1075,400,0.00305
1075,425,0.00355
1075,450,0.00416
1075,475,0.00495
1075,500,0.00577
1075,525,0.00664
1075,550,0.00741
1075,575,0.00817
1075,600,0.00881
1075,625,0.0103
1075,650,0.0119
1075,675,0.0146
1075,700,0.0167
1075,725,0.017
1075,750,0.0204
1075,775,0.0235
1075,800,0.0296
1075,825,0.0472
1075,850,0.0517
1075,875,0.0481
1075,900,0.0607
1075,925,0.0942
1075,950,0.0904
1075,975,0.0787
1075,1000,0.0839
1075,1025,0.0684
1075,1050,0.123
1100,0,0.00182
1100,25,0.00186
1100,50,0.00191
1100,75,0.00196
1100,100,0.00198
1100,125,0.00194
1100,150,0.00189
1100,175,0.00185
1100,200,0.00183
1100,225,0.00188
